<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Lotus Gold Com.ETF,20201031, 84010.00, 85000.00, 81500.00, 82869.00,108661449573.00, 1311249,1662,D,88474.00,82700.00
Lotus Gold Com.ETF,20201028, 88000.00, 89440.00, 87061.00, 88474.00,168169519731.00, 1900779,1513,D,88990.00,88100.00
Lotus Gold Com.ETF,20201027, 90000.00, 90000.00, 87888.00, 88990.00,163125572502.00, 1833086,1721,D,87378.00,89260.00
Lotus Gold Com.ETF,20201026, 90000.00, 90000.00, 85157.00, 87378.00,124336077608.00, 1422970,1998,D,93175.00,88120.00
Lotus Gold Com.ETF,20201024, 94840.00, 94840.00, 90750.00, 93175.00,125103273327.00, 1342665,1974,D,90734.00,93781.00
Lotus Gold Com.ETF,20201021, 85100.00, 95500.00, 85100.00, 90734.00,375740308141.00, 4141101,2978,D,88649.00,93100.00
Lotus Gold Com.ETF,20201020, 87127.00, 90000.00, 87127.00, 88649.00,152953123819.00, 1725376,2450,D,95984.00,89490.00
Lotus Gold Com.ETF,20201019, 100000.00, 100000.00, 93766.00, 95984.00,243615557858.00, 2538076,3443,D,104184.00,94489.00
Lotus Gold Com.ETF,20201018, 110000.00, 110000.00, 100800.00, 104184.00,206257869002.00, 1979755,3252,D,111372.00,104400.00
Lotus Gold Com.ETF,20201014, 114000.00, 114000.00, 109500.00, 111372.00,153915734876.00, 1381998,2512,D,117577.00,110800.00
Lotus Gold Com.ETF,20201013, 117200.00, 120000.00, 116200.00, 117577.00,333512851917.00, 2836552,2906,D,116560.00,116830.00
Lotus Gold Com.ETF,20201012, 116000.00, 118560.00, 115510.00, 116560.00,171935543204.00, 1475082,2503,D,120037.00,116200.00
Lotus Gold Com.ETF,20201011, 121001.00, 122880.00, 117240.00, 120037.00,195469858318.00, 1628416,3806,D,114850.00,118000.00
Lotus Gold Com.ETF,20201010, 115900.00, 116480.00, 113010.00, 114850.00,185477172726.00, 1614950,3333,D,106472.00,116300.00
Lotus Gold Com.ETF,20201007, 106770.00, 108150.00, 105200.00, 106472.00,96970538275.00, 910760,1980,D,111210.00,107300.00
Lotus Gold Com.ETF,20201006, 112300.00, 113300.00, 108620.00, 111210.00,118414949810.00, 1064783,2385,D,107552.00,108930.00
Lotus Gold Com.ETF,20201005, 104510.00, 109888.00, 104510.00, 107552.00,190025548813.00, 1766827,2723,D,101250.00,107100.00
Lotus Gold Com.ETF,20201004, 105940.00, 105940.00, 100440.00, 101250.00,242853466034.00, 2398563,2562,D,111600.00,100440.00
Lotus Gold Com.ETF,20201003, 117779.00, 118940.00, 106500.00, 111600.00,350322517590.00, 3139092,4229,D,117779.00,109211.00
Lotus Gold Com.ETF,20200930, 113110.00, 119744.00, 113110.00, 117779.00,142445261401.00, 1209430,2219,D,111378.00,117414.00
Lotus Gold Com.ETF,20200929, 111127.00, 113560.00, 110408.00, 111378.00,67803372039.00, 608770,1276,D,109233.00,111805.00
Lotus Gold Com.ETF,20200928, 112201.00, 112201.00, 108000.00, 109233.00,66094419318.00, 605080,1391,D,111711.00,108600.00
Lotus Gold Com.ETF,20200927, 117000.00, 117000.00, 107010.00, 111711.00,73773892690.00, 660400,1556,D,116578.00,111500.00
Lotus Gold Com.ETF,20200926, 120000.00, 120000.00, 112500.00, 116578.00,196686912461.00, 1687167,2603,D,110627.00,113300.00
Lotus Gold Com.ETF,20200923, 109700.00, 113949.00, 107100.00, 110627.00,179457302017.00, 1622187,2979,D,104776.00,113700.00
Lotus Gold Com.ETF,20200922, 103000.00, 107750.00, 100000.00, 104776.00,144467257879.00, 1378818,2761,D,103829.00,106110.00
Lotus Gold Com.ETF,20200921, 108010.00, 111800.00, 103019.00, 103829.00,407287464124.00, 3922687,3251,D,114465.00,103019.00
Lotus Gold Com.ETF,20200920, 117300.00, 120000.00, 111110.00, 114465.00,197722416548.00, 1727355,2690,D,111208.00,112000.00
Lotus Gold Com.ETF,20200919, 112341.00, 113000.00, 107000.00, 111208.00,187272714886.00, 1683985,2630,D,118090.00,110000.00
Lotus Gold Com.ETF,20200916, 122000.00, 128890.00, 113000.00, 118090.00,315558153634.00, 2672173,4524,D,124823.00,117500.00
Lotus Gold Com.ETF,20200915, 135000.00, 135000.00, 123693.00, 124823.00,200845870070.00, 1609048,1740,D,137436.00,123693.00
Lotus Gold Com.ETF,20200914, 140000.00, 140000.00, 135002.00, 137436.00,306001081620.00, 2226496,4267,D,132062.00,136690.00
Lotus Gold Com.ETF,20200913, 129480.00, 134999.00, 127700.00, 132062.00,239826295222.00, 1816015,4170,D,125163.00,134999.00
Lotus Gold Com.ETF,20200912, 126850.00, 126850.00, 123150.00, 125163.00,167916651573.00, 1341583,2963,D,122334.00,126300.00
Lotus Gold Com.ETF,20200909, 128900.00, 128900.00, 117000.00, 122334.00,385169100077.00, 3148515,4112,D,125663.00,122000.00
Lotus Gold Com.ETF,20200908, 124000.00, 129800.00, 123299.00, 125663.00,514706480965.00, 4095924,4425,D,118496.00,127200.00
Lotus Gold Com.ETF,20200907, 122100.00, 122100.00, 116000.00, 118496.00,156930775545.00, 1324350,2441,D,114760.00,118250.00
Lotus Gold Com.ETF,20200906, 111900.00, 117000.00, 111002.00, 114760.00,123084103452.00, 1072538,2049,D,108706.00,114990.00
Lotus Gold Com.ETF,20200905, 111652.00, 111940.00, 106050.00, 108706.00,95910585397.00, 882296,1931,D,111452.00,107001.00
Lotus Gold Com.ETF,20200902, 109000.00, 115010.00, 101110.00, 111452.00,416935866163.00, 3740940,2894,D,105196.00,109900.00
Lotus Gold Com.ETF,20200901, 101350.00, 106247.00, 101350.00, 105196.00,65277086094.00, 620529,940,D,96589.00,106247.00
Lotus Gold Com.ETF,20200831, 95027.00, 97996.00, 95027.00, 96589.00,104236329933.00, 1079179,1415,D,93073.00,97000.00
Lotus Gold Com.ETF,20200826, 93100.00, 93550.00, 92600.00, 93073.00,31637050421.00, 339918,831,D,91001.00,93550.00
Lotus Gold Com.ETF,20200825, 91011.00, 91250.00, 90450.00, 91001.00,49266917472.00, 541390,743,D,89638.00,91130.00
Lotus Gold Com.ETF,20200824, 88910.00, 90000.00, 88910.00, 89638.00,33000193539.00, 368149,499,D,89770.00,89520.00
Lotus Gold Com.ETF,20200823, 89527.00, 91101.00, 89020.00, 89770.00,46440776438.00, 517333,535,D,88268.00,89400.00
Lotus Gold Com.ETF,20200822, 87127.00, 89050.00, 87127.00, 88268.00,26657589582.00, 302008,489,D,90875.00,88410.00
Lotus Gold Com.ETF,20200819, 91000.00, 92340.00, 89100.00, 90875.00,99685683186.00, 1096953,953,D,92340.00,90500.00
Lotus Gold Com.ETF,20200818, 93990.00, 93990.00, 91560.00, 92340.00,30543050560.00, 330769,716,D,91838.00,92270.00
Lotus Gold Com.ETF,20200817, 89120.00, 92467.00, 89120.00, 91838.00,72782731148.00, 792511,899,D,85372.00,92260.00
Lotus Gold Com.ETF,20200816, 83227.00, 87999.00, 83010.00, 85372.00,59731154905.00, 699660,835,D,84972.00,87260.00
Lotus Gold Com.ETF,20200815, 85800.00, 86500.00, 83700.00, 84972.00,38628201574.00, 454601,833,D,87984.00,84501.00
Lotus Gold Com.ETF,20200812, 88700.00, 89997.00, 87000.00, 87984.00,41082507451.00, 466930,957,D,91824.00,87206.00
Lotus Gold Com.ETF,20200811, 92980.00, 93400.00, 90310.00, 91824.00,103955143949.00, 1132108,1010,D,89730.00,92900.00
Lotus Gold Com.ETF,20200810, 85011.00, 91980.00, 85011.00, 89730.00,66524697740.00, 741385,1119,D,89947.00,91220.00
Lotus Gold Com.ETF,20200809, 92000.00, 92000.00, 88901.00, 89947.00,102925165780.00, 1144285,2015,D,98155.00,88930.00
Lotus Gold Com.ETF,20200805, 97800.00, 98497.00, 97800.00, 98155.00,32625537616.00, 332387,848,D,96228.00,98000.00
Lotus Gold Com.ETF,20200804, 97700.00, 97700.00, 95403.00, 96228.00,23947481817.00, 248861,729,D,97061.00,95403.00
Lotus Gold Com.ETF,20200803, 96800.00, 97500.00, 96500.00, 97061.00,37777623705.00, 389215,852,D,95756.00,97200.00
Lotus Gold Com.ETF,20200802, 96000.00, 96890.00, 94900.00, 95756.00,49844852444.00, 520541,1124,D,97988.00,96137.00
Lotus Gold Com.ETF,20200801, 98000.00, 98250.00, 97520.00, 97988.00,58258728394.00, 594548,1265,D,98221.00,97650.00
Lotus Gold Com.ETF,20200729, 98650.00, 98890.00, 97350.00, 98221.00,28215601222.00, 287267,895,D,98444.00,97450.00
Lotus Gold Com.ETF,20200728, 99000.00, 99000.00, 98011.00, 98444.00,46738485103.00, 474773,1346,D,98547.00,98230.00
Lotus Gold Com.ETF,20200727, 99000.00, 99000.00, 97500.00, 98547.00,68677739768.00, 696902,1732,D,96366.00,98499.00
Lotus Gold Com.ETF,20200726, 96000.00, 97000.00, 95600.00, 96366.00,62929596596.00, 653027,1403,D,92934.00,96550.00
Lotus Gold Com.ETF,20200725, 90200.00, 97999.00, 90200.00, 92934.00,176498458048.00, 1899183,2025,D,86964.00,92330.00
Lotus Gold Com.ETF,20200722, 84860.00, 87900.00, 84860.00, 86964.00,82728550164.00, 951298,1543,D,83565.00,86400.00
Lotus Gold Com.ETF,20200721, 83300.00, 84999.00, 81200.00, 83565.00,146015684813.00, 1747328,2345,D,87237.00,84850.00
Lotus Gold Com.ETF,20200720, 87000.00, 89400.00, 85000.00, 87237.00,189364989587.00, 2170691,2567,D,95981.00,86960.00
Lotus Gold Com.ETF,20200719, 96810.00, 97390.00, 94900.00, 95981.00,133635063265.00, 1392303,1369,D,95669.00,95700.00
Lotus Gold Com.ETF,20200718, 95000.00, 96900.00, 95000.00, 95669.00,76582029690.00, 800493,1266,D,93867.00,96600.00
Lotus Gold Com.ETF,20200715, 94935.00, 94935.00, 93150.00, 93867.00,60651988105.00, 646146,1177,D,93175.00,94149.00
Lotus Gold Com.ETF,20200714, 93520.00, 94400.00, 91022.00, 93175.00,72369564489.00, 776706,1538,D,93964.00,93701.00
Lotus Gold Com.ETF,20200713, 92950.00, 94937.00, 92850.00, 93964.00,77864011533.00, 828660,1666,D,90325.00,94500.00
Lotus Gold Com.ETF,20200712, 90700.00, 91520.00, 89400.00, 90325.00,114927194304.00, 1272380,1527,D,90319.00,91500.00
Lotus Gold Com.ETF,20200711, 89900.00, 91100.00, 89500.00, 90319.00,178655448727.00, 1978039,2117,D,87963.00,90500.00
Lotus Gold Com.ETF,20200708, 88000.00, 89800.00, 83500.00, 87963.00,130066312156.00, 1478648,1421,D,84375.00,88545.00
Lotus Gold Com.ETF,20200707, 84499.00, 86249.00, 83200.00, 84375.00,170454358442.00, 2020198,2502,D,88013.00,85500.00
Lotus Gold Com.ETF,20200706, 98800.00, 98800.00, 85000.00, 88013.00,249337782821.00, 2832962,4227,D,91745.00,85710.00
Lotus Gold Com.ETF,20200705, 89100.00, 94100.00, 88510.00, 91745.00,232306898718.00, 2532104,3079,D,84113.00,94055.00
Lotus Gold Com.ETF,20200704, 82112.00, 86199.00, 82112.00, 84113.00,161955784818.00, 1925461,2797,D,79751.00,86199.00
Lotus Gold Com.ETF,20200701, 79500.00, 80000.00, 79300.00, 79751.00,45017709782.00, 564478,1107,D,78387.00,79700.00
Lotus Gold Com.ETF,20200630, 77111.00, 79600.00, 77111.00, 78387.00,118655441162.00, 1513707,2353,D,76133.00,79216.00
Lotus Gold Com.ETF,20200629, 76611.00, 76888.00, 74999.00, 76133.00,101887980566.00, 1338293,1863,D,75573.00,75260.00
Lotus Gold Com.ETF,20200628, 74500.00, 76095.00, 74500.00, 75573.00,99326058842.00, 1314308,1239,D,73148.00,75800.00
Lotus Gold Com.ETF,20200627, 73999.00, 73999.00, 72500.00, 73148.00,101011310376.00, 1380922,1957,D,75542.00,73201.00
Lotus Gold Com.ETF,20200624, 79021.00, 79023.00, 74001.00, 75542.00,73969298119.00, 979178,1575,D,79410.00,75638.00
Lotus Gold Com.ETF,20200623, 79007.00, 79990.00, 79007.00, 79410.00,104166370456.00, 1311746,1891,D,76297.00,79211.00
Lotus Gold Com.ETF,20200622, 74500.00, 76997.00, 74500.00, 76297.00,65825733272.00, 862753,1883,D,72969.00,76597.00
Lotus Gold Com.ETF,20200621, 72152.00, 73600.00, 72152.00, 72969.00,95804019165.00, 1312942,1676,D,71424.00,73489.00
Lotus Gold Com.ETF,20200620, 71027.00, 72000.00, 71027.00, 71424.00,101134938326.00, 1415978,1815,D,69352.00,71519.00
Lotus Gold Com.ETF,20200616, 69460.00, 70000.00, 68853.00, 69352.00,87454890763.00, 1261030,1465,D,68827.00,69310.00
Lotus Gold Com.ETF,20200615, 68800.00, 69200.00, 68200.00, 68827.00,57044924542.00, 828815,1227,D,68707.00,68770.00
Lotus Gold Com.ETF,20200614, 69997.00, 70000.00, 67800.00, 68707.00,77938064578.00, 1134357,1655,D,68279.00,68152.00
Lotus Gold Com.ETF,20200613, 68490.00, 68988.00, 68000.00, 68279.00,85935038254.00, 1258579,1764,D,66151.00,68262.00
Lotus Gold Com.ETF,20200610, 65280.00, 66579.00, 65280.00, 66151.00,68407331066.00, 1034113,1678,D,63753.00,66450.00
Lotus Gold Com.ETF,20200609, 63500.00, 64500.00, 63400.00, 63753.00,47487470343.00, 744865,1263,D,62580.00,63451.00
Lotus Gold Com.ETF,20200608, 62800.00, 63000.00, 62404.00, 62580.00,31269553199.00, 499675,1145,D,62982.00,62420.00
Lotus Gold Com.ETF,20200607, 62900.00, 63500.00, 62208.00, 62982.00,48161253963.00, 764679,1554,D,62007.00,62997.00
Lotus Gold Com.ETF,20200606, 63000.00, 63490.00, 61354.00, 62007.00,89529369243.00, 1443852,2205,D,63732.00,61605.00
Lotus Gold Com.ETF,20200602, 63866.00, 64000.00, 63112.00, 63732.00,40348790805.00, 633099,1109,D,63866.00,63997.00
Lotus Gold Com.ETF,20200601, 64000.00, 64480.00, 63300.00, 63866.00,49011741439.00, 767419,1090,D,62754.00,63699.00
Lotus Gold Com.ETF,20200531, 63980.00, 63980.00, 61800.00, 62754.00,35920802298.00, 572410,1128,D,64999.00,63340.00
Lotus Gold Com.ETF,20200530, 65900.00, 66440.00, 63500.00, 64999.00,51559445978.00, 793237,1827,D,61295.00,63955.00
Lotus Gold Com.ETF,20200527, 62100.00, 62123.00, 60500.00, 61295.00,81099303880.00, 1323097,1919,D,64311.00,61350.00
Lotus Gold Com.ETF,20200526, 67000.00, 67778.00, 63900.00, 64311.00,77706049481.00, 1208288,1508,D,67917.00,63999.00
Lotus Gold Com.ETF,20200523, 69499.00, 69499.00, 66100.00, 67917.00,76637508093.00, 1128405,1634,D,67373.00,67778.00
Lotus Gold Com.ETF,20200520, 62555.00, 69300.00, 62555.00, 67373.00,116894896646.00, 1735038,2734,D,65129.00,68640.00
Lotus Gold Com.ETF,20200519, 68000.00, 68200.00, 63881.00, 65129.00,131302848480.00, 2016045,2933,D,70315.00,64000.00
Lotus Gold Com.ETF,20200518, 71000.00, 74800.00, 68390.00, 70315.00,132251004025.00, 1880846,2662,D,73348.00,68401.00
Lotus Gold Com.ETF,20200517, 80000.00, 80000.00, 67900.00, 73348.00,191054868573.00, 2604778,3283,D,78235.00,69189.00
Lotus Gold Com.ETF,20200516, 0.00, 0.00, 0.00, 78235.00,0.00, 0,0,D,78235.00,74400.00
Lotus Gold Com.ETF,20200513, 83006.00, 83100.00, 70002.00, 78235.00,208858909099.00, 2669628,3410,D,79570.00,74400.00
Lotus Gold Com.ETF,20200512, 76542.00, 81900.00, 76542.00, 79570.00,215981878775.00, 2714376,3139,D,74895.00,81495.00
Lotus Gold Com.ETF,20200511, 74786.00, 76000.00, 74111.00, 74895.00,103538395220.00, 1382450,1177,D,72142.00,75147.00
Lotus Gold Com.ETF,20200510, 71355.00, 72975.00, 71355.00, 72142.00,55643885020.00, 771311,1213,D,70109.00,72500.00
Lotus Gold Com.ETF,20200509, 70000.00, 70980.00, 69012.00, 70109.00,170081075639.00, 2425956,2262,D,68367.00,70000.00
Lotus Gold Com.ETF,20200506, 68022.00, 69199.00, 67650.00, 68367.00,62589406166.00, 915487,1361,D,66749.00,67800.00
Lotus Gold Com.ETF,20200505, 66100.00, 67700.00, 65734.00, 66749.00,72269090793.00, 1082693,1640,D,65608.00,66620.00
Lotus Gold Com.ETF,20200504, 65005.00, 65979.00, 65005.00, 65608.00,96135710352.00, 1465314,1863,D,63710.00,65732.00
Lotus Gold Com.ETF,20200503, 63317.00, 64300.00, 63101.00, 63710.00,113536835647.00, 1782081,2203,D,63140.00,64026.00
Lotus Gold Com.ETF,20200502, 63000.00, 63380.00, 62550.00, 63140.00,119570843613.00, 1893734,2648,D,63154.00,63080.00
Lotus Gold Com.ETF,20200429, 62999.00, 63499.00, 62968.00, 63154.00,90828862409.00, 1438220,2113,D,61594.00,63153.00
Lotus Gold Com.ETF,20200428, 62980.00, 63000.00, 61050.00, 61594.00,117133029827.00, 1901685,2639,D,63671.00,61420.00
Lotus Gold Com.ETF,20200427, 65800.00, 65800.00, 61801.00, 63671.00,179691968972.00, 2822199,4067,D,65181.00,62670.00
Lotus Gold Com.ETF,20200426, 63115.00, 65798.00, 63115.00, 65181.00,137115816375.00, 2103630,2904,D,61559.00,65500.00
Lotus Gold Com.ETF,20200425, 60550.00, 62900.00, 60500.00, 61559.00,178894332034.00, 2906062,3886,D,58358.00,62800.00
Lotus Gold Com.ETF,20200422, 57000.00, 59998.00, 57000.00, 58358.00,114261258849.00, 1957952,1944,D,55839.00,59400.00
Lotus Gold Com.ETF,20200421, 55500.00, 56400.00, 55500.00, 55839.00,89257589898.00, 1598490,1789,D,54584.00,55698.00
Lotus Gold Com.ETF,20200420, 53704.00, 55500.00, 53704.00, 54584.00,64831632917.00, 1187742,1747,D,53206.00,54300.00
Lotus Gold Com.ETF,20200419, 53956.00, 53956.00, 52400.00, 53206.00,67079628023.00, 1260764,1735,D,54204.00,53500.00
Lotus Gold Com.ETF,20200418, 55729.00, 55729.00, 53510.00, 54204.00,120455842851.00, 2222287,3507,D,57318.00,53958.00
Lotus Gold Com.ETF,20200415, 58102.00, 58200.00, 56481.00, 57318.00,31795704600.00, 554722,1137,D,58526.00,57200.00
Lotus Gold Com.ETF,20200414, 60000.00, 60000.00, 58008.00, 58526.00,43441771390.00, 742269,2007,D,59633.00,58084.00
Lotus Gold Com.ETF,20200413, 59862.00, 60590.00, 59400.00, 59633.00,26462807508.00, 443763,874,D,60047.00,59740.00
Lotus Gold Com.ETF,20200412, 58990.00, 60500.00, 58990.00, 60047.00,54234605755.00, 903206,1441,D,58380.00,60187.00
Lotus Gold Com.ETF,20200411, 59000.00, 59000.00, 58000.00, 58380.00,52703229599.00, 902769,1774,D,58280.00,58600.00
Lotus Gold Com.ETF,20200408, 60000.00, 60000.00, 56500.00, 58280.00,78301129803.00, 1343528,1850,D,60390.00,57989.00
Lotus Gold Com.ETF,20200407, 62000.00, 62000.00, 59101.00, 60390.00,55296437325.00, 915649,2452,D,61114.00,59269.00
Lotus Gold Com.ETF,20200406, 62000.00, 62000.00, 60510.00, 61114.00,48354485852.00, 791212,1913,D,62443.00,60981.00
Lotus Gold Com.ETF,20200405, 62056.00, 63600.00, 61990.00, 62443.00,106053461539.00, 1698400,2652,D,62055.00,62000.00
Lotus Gold Com.ETF,20200404, 65111.00, 65220.00, 60701.00, 62055.00,128521910450.00, 2071091,3910,D,62144.00,61300.00
Lotus Gold Com.ETF,20200330, 60001.00, 62800.00, 60001.00, 62144.00,58331273255.00, 938651,2394,D,59312.00,62649.00
Lotus Gold Com.ETF,20200329, 58500.00, 59996.00, 58300.00, 59312.00,55474677179.00, 935301,1912,D,56928.00,59900.00
Lotus Gold Com.ETF,20200328, 56777.00, 57500.00, 56100.00, 56928.00,66704978151.00, 1171743,2337,D,55514.00,57200.00
Lotus Gold Com.ETF,20200325, 55512.00, 55948.00, 54850.00, 55514.00,52393410591.00, 943789,2007,D,55131.00,55580.00
Lotus Gold Com.ETF,20200324, 54750.00, 55439.00, 54630.00, 55131.00,43889588187.00, 796095,1559,D,53550.00,55275.00
Lotus Gold Com.ETF,20200318, 53300.00, 53900.00, 52600.00, 53550.00,53027406849.00, 990242,1705,D,52635.00,53800.00
Lotus Gold Com.ETF,20200317, 52999.00, 52999.00, 52202.00, 52635.00,37444321199.00, 711392,1239,D,53049.00,52503.00
Lotus Gold Com.ETF,20200316, 54000.00, 54350.00, 51800.00, 53049.00,95164101380.00, 1793899,2099,D,51565.00,51999.00
Lotus Gold Com.ETF,20200315, 50700.00, 52150.00, 50700.00, 51565.00,56952045214.00, 1104480,1325,D,50338.00,52040.00
Lotus Gold Com.ETF,20200314, 52010.00, 52010.00, 49800.00, 50338.00,93948330611.00, 1866366,1999,D,53125.00,50279.00
Lotus Gold Com.ETF,20200311, 52500.00, 53493.00, 52500.00, 53125.00,28444106352.00, 535416,663,D,53156.00,53263.00
Lotus Gold Com.ETF,20200310, 54150.00, 54550.00, 52574.00, 53156.00,61407058030.00, 1155217,2055,D,54493.00,53400.00
Lotus Gold Com.ETF,20200309, 53707.00, 55099.00, 53707.00, 54493.00,113569558412.00, 2084123,3007,D,52218.00,54460.00
Lotus Gold Com.ETF,20200307, 53500.00, 0.00, 0.00, 52218.00,0.00, 0,0,D,52218.00,52519.00
Lotus Gold Com.ETF,20200304, 52777.00, 52777.00, 51701.00, 52218.00,20276120698.00, 388301,889,D,51931.00,52519.00
Lotus Gold Com.ETF,20200303, 53053.00, 53053.00, 51510.00, 51931.00,22070369048.00, 424995,1036,D,53097.00,51910.00
Lotus Gold Com.ETF,20200302, 52511.00, 54000.00, 52100.00, 53097.00,86318802960.00, 1625670,2897,D,50499.00,52845.00
Lotus Gold Com.ETF,20200301, 49400.00, 51475.00, 49200.00, 50499.00,99370153848.00, 1967755,2431,D,48062.00,51356.00
Lotus Gold Com.ETF,20200229, 47999.00, 48844.00, 47400.00, 48062.00,89540494644.00, 1863025,3198,D,52100.00,48702.00
Lotus Gold Com.ETF,20200226, 51151.00, 53000.00, 51052.00, 52100.00,82760439139.00, 1588489,2398,D,51873.00,52509.00
Lotus Gold Com.ETF,20200225, 54603.00, 54603.00, 50935.00, 51873.00,103622296699.00, 1997609,3861,D,50935.00,51000.00
Lotus Gold Com.ETF,20200224, 49998.00, 53247.00, 49800.00, 50935.00,80704758467.00, 1584478,2889,D,48758.00,52646.00
Lotus Gold Com.ETF,20200223, 48500.00, 49400.00, 48303.00, 48758.00,135525301888.00, 2779556,3258,D,47139.00,48810.00
Lotus Gold Com.ETF,20200222, 46320.00, 47750.00, 46320.00, 47139.00,121971572532.00, 2587469,3069,D,44601.00,47744.00
Lotus Gold Com.ETF,20200219, 44980.00, 44980.00, 44341.00, 44601.00,5881526460.00, 131869,155,D,44508.00,44600.00
Lotus Gold Com.ETF,20200218, 44600.00, 44797.00, 44123.00, 44508.00,41352663545.00, 929101,1350,D,44266.00,44299.00
Lotus Gold Com.ETF,20200217, 43901.00, 44745.00, 43512.00, 44266.00,44588427914.00, 1007291,1656,D,43739.00,44201.00
Lotus Gold Com.ETF,20200216, 44312.00, 44380.00, 43300.00, 43739.00,33357489318.00, 762645,1253,D,44035.00,43350.00
Lotus Gold Com.ETF,20200215, 44200.00, 44348.00, 43410.00, 44035.00,45635024597.00, 1036335,1416,D,43862.00,43490.00
Lotus Gold Com.ETF,20200212, 44000.00, 44179.00, 43601.00, 43862.00,33372098902.00, 760835,1067,D,43784.00,43608.00
Lotus Gold Com.ETF,20200210, 43550.00, 44095.00, 43550.00, 43784.00,35031056055.00, 800083,1148,D,42522.00,43740.00
Lotus Gold Com.ETF,20200209, 42070.00, 43164.00, 42070.00, 42522.00,40223791374.00, 945947,1385,D,41696.00,43061.00
Lotus Gold Com.ETF,20200208, 41949.00, 41949.00, 41411.00, 41696.00,64784593657.00, 1553724,1080,D,41312.00,41510.00
Lotus Gold Com.ETF,20200205, 41700.00, 41841.00, 41130.00, 41312.00,28305936961.00, 685172,1033,D,42013.00,41269.00
Lotus Gold Com.ETF,20200204, 42000.00, 42242.00, 41800.00, 42013.00,23536603617.00, 560221,840,D,42066.00,41890.00
Lotus Gold Com.ETF,20200203, 42099.00, 42199.00, 41800.00, 42066.00,40313152302.00, 958340,736,D,41907.00,42095.00
Lotus Gold Com.ETF,20200202, 42100.00, 42388.00, 41555.00, 41907.00,24399734140.00, 582240,991,D,43075.00,42001.00
Lotus Gold Com.ETF,20200201, 43500.00, 43799.00, 42201.00, 43075.00,40560239799.00, 941615,1369,D,42987.00,42444.00
Lotus Gold Com.ETF,20200128, 42989.00, 43500.00, 42500.00, 42987.00,54632912391.00, 1270910,1569,D,42689.00,43072.00
